,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_hour,Arrival_min,Dep_hour,Dep_min,Duration_hour,Duration_min
6168,3,2,1,1.0,8,5298.0,24,6,2019,12,10,6,50,5,20
6169,4,0,5,1.0,8,14815.0,6,3,2019,0,45,11,40,13,5
6170,4,2,1,2.0,8,13014.0,24,6,2019,4,25,5,30,22,55
6171,8,3,0,0.0,8,4491.0,18,5,2019,11,25,9,0,2,25
6172,6,2,1,1.0,8,11421.0,27,3,2019,18,50,10,20,8,30
6173,4,0,5,1.0,8,12284.0,18,3,2019,7,40,8,0,23,40
6174,4,0,2,0.0,8,7229.0,12,5,2019,8,45,6,0,2,45
6175,3,0,2,0.0,8,4823.0,15,4,2019,10,5,7,10,2,55
6176,4,2,1,1.0,5,12898.0,27,6,2019,4,25,20,55,7,30
6177,6,2,1,1.0,8,13587.0,27,6,2019,21,0,7,5,13,55
6178,4,2,1,1.0,5,12373.0,18,5,2019,4,25,9,0,19,25
6179,6,2,1,1.0,5,5999.0,21,3,2019,22,20,7,10,15,10
6180,1,3,0,2.0,8,10907.0,18,5,2019,18,30,8,20,10,10
6181,4,3,0,1.0,8,14151.0,6,6,2019,21,5,9,35,11,30
6182,3,0,2,0.0,8,4591.0,12,5,2019,2,20,23,30,2,50
6183,4,0,5,1.0,8,19225.0,6,3,2019,20,20,14,5,6,15
6184,4,3,0,1.0,5,9663.0,6,5,2019,12,0,14,5,21,55
6185,4,3,0,1.0,5,10844.0,1,5,2019,18,15,6,30,11,45
6186,6,2,1,1.0,8,13727.0,9,5,2019,21,0,13,0,8,0
6187,4,3,0,1.0,8,14151.0,18,5,2019,21,5,9,35,11,30
6188,4,2,1,1.0,5,10262.0,27,6,2019,12,35,18,15,18,20
6189,8,3,0,0.0,8,3873.0,12,6,2019,11,25,9,0,2,25
6190,4,2,1,2.0,8,13014.0,24,6,2019,4,25,19,30,8,55
6191,1,3,0,0.0,8,5510.0,21,6,2019,16,45,14,15,2,30
6192,4,2,1,2.0,8,17282.0,9,3,2019,4,25,10,45,17,40
6193,6,2,1,2.0,8,6653.0,27,3,2019,21,20,9,45,11,35
6194,3,2,1,1.0,8,12214.0,3,3,2019,15,10,9,55,5,15
6195,1,4,3,0.0,8,3625.0,1,5,2019,15,25,13,55,1,30
6196,3,0,5,0.0,8,6860.0,3,3,2019,11,30,8,30,3,0
6197,2,2,1,1.0,8,3876.0,24,6,2019,19,35,10,35,9,0
6198,10,0,2,0.0,8,5613.0,27,4,2019,22,15,19,30,2,45
6199,1,2,1,2.0,8,8971.0,27,3,2019,7,40,5,55,25,45
6200,4,0,2,0.0,5,4030.0,21,5,2019,22,50,19,50,3,0
6201,3,2,1,1.0,8,8075.0,27,3,2019,1,35,15,0,10,35
6202,6,2,1,1.0,8,7005.0,15,6,2019,21,0,6,0,15,0
6203,3,3,0,0.0,8,4778.0,6,3,2019,0,55,22,10,2,45
6204,10,1,4,0.0,8,3687.0,9,5,2019,9,20,7,5,2,15
6205,4,2,1,1.0,5,10262.0,9,6,2019,4,25,11,30,16,55
6206,1,2,1,2.0,8,15113.0,3,3,2019,7,40,5,55,25,45
6207,3,2,1,1.0,8,6979.0,6,5,2019,1,30,10,35,14,55
6208,6,2,1,1.0,8,6717.0,21,3,2019,16,10,7,5,9,5
6209,4,0,5,1.0,8,16736.0,6,3,2019,23,0,8,55,14,5
6210,1,0,5,1.0,8,7192.0,15,3,2019,19,50,11,50,8,0
6211,3,3,0,1.0,8,4226.0,15,4,2019,10,30,6,20,4,10
6212,6,2,1,1.0,8,9627.0,21,5,2019,19,0,8,30,10,30
6213,4,2,1,1.0,5,4757.0,3,4,2019,19,0,2,15,16,45
6214,4,3,0,1.0,8,14571.0,24,5,2019,22,35,14,5,8,30
6215,0,3,0,1.0,8,5162.0,1,4,2019,10,30,6,50,3,40
6216,4,3,0,1.0,5,10844.0,18,5,2019,16,20,16,30,23,50
6217,8,3,0,0.0,7,3815.0,21,3,2019,11,30,9,0,2,30
6218,4,0,5,1.0,8,17261.0,6,3,2019,9,30,11,40,21,50
6219,4,0,5,1.0,8,16736.0,6,3,2019,7,40,21,25,10,15
6220,8,3,0,0.0,7,3841.0,21,6,2019,11,25,9,0,2,25
6221,4,3,0,1.0,5,10844.0,24,5,2019,20,45,14,5,6,40
6222,3,2,1,1.0,8,6838.0,21,3,2019,21,0,10,45,10,15
6223,1,3,0,1.0,8,6612.0,12,5,2019,13,15,12,0,25,15
6224,1,0,5,0.0,8,8851.0,9,3,2019,16,10,13,20,2,50
6225,10,4,3,1.0,8,12395.0,6,3,2019,19,55,8,45,11,10
6226,0,0,2,0.0,8,4282.0,24,6,2019,7,45,4,55,2,50
6227,4,3,0,1.0,8,14781.0,21,5,2019,9,20,20,0,13,20
6228,6,2,1,1.0,8,9646.0,12,6,2019,22,30,9,45,12,45
6229,3,2,1,1.0,8,6628.0,27,5,2019,1,30,15,0,10,30
6230,10,0,2,0.0,8,4668.0,18,6,2019,9,40,7,0,2,40
6231,6,2,1,1.0,8,16863.0,6,3,2019,1,35,18,0,7,35
6232,6,2,1,1.0,8,12192.0,9,6,2019,19,0,7,0,12,0
6233,4,2,1,1.0,8,12719.0,21,3,2019,4,25,2,15,26,10
6234,4,2,1,1.0,5,12898.0,21,5,2019,12,35,21,50,14,45
6235,4,2,1,1.0,5,10262.0,3,6,2019,19,0,19,45,23,15
6236,8,3,0,1.0,8,7804.0,24,5,2019,21,25,15,55,5,30
6237,3,3,0,0.0,8,4174.0,18,4,2019,7,15,4,40,2,35
6238,3,4,3,0.0,8,2227.0,27,6,2019,21,40,20,5,1,35
6239,4,0,5,1.0,5,11087.0,18,3,2019,9,0,22,50,10,10
6240,6,2,1,1.0,8,11667.0,21,3,2019,18,50,8,0,10,50
6241,1,2,1,0.0,8,7931.0,6,3,2019,21,10,18,5,3,5
6242,3,1,4,0.0,8,5277.0,12,6,2019,0,25,22,5,2,20
6243,4,3,0,1.0,8,13626.0,12,6,2019,18,15,6,30,11,45
6244,4,2,1,1.0,5,12373.0,18,5,2019,4,25,18,15,10,10
6245,4,3,0,1.0,5,10031.0,24,3,2019,18,10,6,30,11,40
6246,4,3,0,1.0,5,10844.0,12,5,2019,20,45,16,30,28,15
6247,2,2,1,1.0,8,6591.0,9,5,2019,19,35,10,35,9,0
6248,4,2,1,1.0,5,5406.0,1,4,2019,19,0,18,15,24,45
6249,4,3,0,1.0,5,10844.0,15,5,2019,16,20,21,10,19,10
6250,8,4,3,0.0,8,2017.0,27,5,2019,0,15,22,45,1,30
6251,4,2,1,1.0,5,12373.0,9,5,2019,12,35,10,0,26,35
6252,1,2,1,1.0,8,8669.0,6,6,2019,19,15,7,0,12,15
6253,0,2,1,1.0,8,6151.0,27,3,2019,15,45,7,55,7,50
6254,6,2,1,1.0,8,10348.0,18,5,2019,22,30,9,45,12,45
6255,4,0,5,0.0,8,8016.0,24,3,2019,22,35,19,55,2,40
6256,3,0,2,0.0,8,4823.0,12,6,2019,11,20,8,30,2,50
6257,1,3,0,0.0,8,5510.0,21,5,2019,16,45,14,15,2,30
6258,1,4,3,0.0,8,3100.0,18,3,2019,7,40,6,20,1,20
6259,4,2,1,1.0,5,10262.0,27,6,2019,19,0,18,15,24,45
6260,4,2,1,1.0,8,14714.0,1,6,2019,19,0,11,30,7,30
6261,4,2,1,1.0,5,10262.0,15,6,2019,19,0,10,0,9,0
6262,1,0,2,0.0,8,6961.0,18,6,2019,19,50,17,0,2,50
6263,3,2,1,1.0,8,6206.0,27,5,2019,1,30,17,30,8,0
6264,1,0,5,2.0,8,7904.0,15,3,2019,22,55,8,15,14,40
6265,4,2,1,2.0,8,12819.0,27,6,2019,12,35,19,10,17,25
6266,4,2,1,1.0,5,10262.0,15,6,2019,12,35,21,50,14,45
6267,3,0,2,0.0,8,4591.0,21,4,2019,4,15,1,30,2,45
6268,4,2,1,2.0,5,10368.0,24,6,2019,12,35,9,40,26,55
6269,6,2,1,1.0,5,11142.0,9,5,2019,19,15,7,5,12,10
6270,1,2,1,0.0,8,4729.0,6,4,2019,8,0,5,10,2,50
6271,6,2,1,1.0,8,9424.0,9,5,2019,1,30,13,0,12,30
6272,6,2,1,1.0,5,15136.0,6,3,2019,15,30,9,0,6,30
6273,1,2,1,2.0,8,12199.0,18,5,2019,7,40,17,15,14,25
6274,4,2,1,1.0,5,10262.0,12,6,2019,4,25,11,30,16,55
6275,3,2,1,0.0,8,4729.0,3,4,2019,17,35,14,20,3,15
6276,8,3,0,0.0,7,3841.0,9,6,2019,19,40,17,10,2,30
6277,4,3,0,1.0,8,14388.0,18,5,2019,9,20,18,55,14,25
6278,3,4,3,0.0,8,2754.0,27,6,2019,4,5,2,35,1,30
6279,1,0,5,2.0,8,12358.0,3,3,2019,10,35,8,50,25,45
6280,1,3,0,2.0,8,6117.0,15,5,2019,4,40,9,10,19,30
6281,4,2,1,2.0,8,15129.0,24,5,2019,4,25,5,30,22,55
6282,4,3,0,1.0,8,14388.0,15,5,2019,8,15,21,10,11,5
6283,1,2,1,1.0,8,7480.0,24,6,2019,9,25,12,30,20,55
6284,6,2,1,1.0,5,10791.0,27,6,2019,12,35,6,0,6,35
6285,4,2,1,1.0,8,12452.0,27,3,2019,4,25,7,5,21,20
6286,3,3,0,1.0,8,4226.0,21,5,2019,23,50,19,55,3,55
6287,10,0,2,0.0,8,5403.0,15,4,2019,23,50,21,0,2,50
6288,6,2,1,1.0,8,9646.0,1,6,2019,22,30,9,45,12,45
6289,0,0,2,0.0,8,4282.0,3,6,2019,7,45,4,55,2,50
6290,6,2,1,1.0,8,7845.0,27,3,2019,15,30,8,55,6,35
6291,3,1,4,0.0,8,3384.0,21,3,2019,21,55,19,35,2,20
6292,3,0,2,0.0,8,4823.0,6,5,2019,21,50,18,55,2,55
6293,3,1,4,0.0,8,3597.0,15,6,2019,21,55,19,35,2,20
6294,6,2,1,1.0,8,13587.0,15,6,2019,21,0,9,0,12,0
6295,0,2,1,1.0,8,13474.0,3,3,2019,7,10,16,45,14,25
6296,3,1,4,0.0,8,3384.0,21,3,2019,15,35,13,20,2,15
6297,4,2,1,2.0,8,15129.0,27,5,2019,19,0,5,30,13,30
6298,4,3,0,1.0,5,8586.0,21,5,2019,8,15,6,30,25,45
6299,3,0,2,0.0,8,4591.0,9,6,2019,2,20,23,30,2,50
6300,4,2,1,2.0,8,13882.0,27,6,2019,12,35,11,45,24,50
6301,6,2,1,1.0,8,18286.0,3,3,2019,1,35,13,0,12,35
6302,0,3,0,1.0,8,5192.0,15,5,2019,19,25,7,35,11,50
6303,4,2,1,2.0,5,11118.0,27,6,2019,12,35,9,40,26,55
6304,3,2,1,1.0,8,14871.0,3,3,2019,15,30,6,40,8,50
6305,1,3,0,2.0,8,15107.0,24,5,2019,5,25,10,0,19,25
6306,1,2,1,1.0,8,8669.0,12,6,2019,19,15,7,0,12,15
6307,2,3,0,1.0,8,5171.0,1,4,2019,0,15,16,40,7,35
6308,4,3,0,1.0,5,8529.0,12,6,2019,12,0,16,30,19,30
6309,4,2,1,1.0,5,7438.0,27,3,2019,4,25,23,5,5,20
6310,3,2,1,1.0,8,6206.0,9,6,2019,1,30,17,10,8,20
6311,1,0,2,0.0,8,7171.0,9,6,2019,19,45,17,0,2,45
6312,4,3,0,1.0,8,14151.0,9,6,2019,14,25,9,35,28,50
6313,4,3,0,1.0,8,14939.0,9,6,2019,8,15,18,55,13,20
6314,4,0,5,1.0,8,25735.0,1,3,2019,11,25,11,40,23,45
6315,4,2,1,2.0,8,13882.0,12,6,2019,4,25,9,25,19,0
6316,10,3,0,1.0,8,9555.0,18,5,2019,18,50,20,20,22,30
6317,3,3,0,0.0,8,4804.0,27,4,2019,22,55,20,20,2,35
6318,10,1,4,0.0,8,6627.0,15,3,2019,9,20,7,5,2,15
6319,4,3,0,1.0,5,8586.0,12,5,2019,12,0,6,30,5,30
6320,3,3,0,0.0,8,4804.0,9,5,2019,0,50,22,15,2,35
6321,1,0,5,2.0,8,17135.0,1,3,2019,23,55,8,50,39,5
6322,4,2,1,1.0,8,15554.0,9,5,2019,19,0,10,0,9,0
6323,3,2,1,1.0,8,6838.0,27,5,2019,21,0,8,30,12,30
6324,3,2,1,1.0,8,8258.0,3,3,2019,12,0,7,35,4,25
6325,2,2,1,1.0,8,8213.0,6,3,2019,19,20,10,25,8,55
6326,6,2,1,1.0,8,12192.0,6,6,2019,19,0,7,0,12,0
6327,6,2,1,1.0,8,14848.0,3,6,2019,19,15,10,0,9,15
6328,3,3,0,0.0,8,4148.0,21,3,2019,17,45,15,10,2,35
6329,4,3,0,1.0,5,10844.0,6,6,2019,12,0,20,0,16,0
6330,4,3,0,1.0,5,10844.0,18,5,2019,22,35,18,55,27,40
6331,6,2,1,1.0,8,6795.0,24,6,2019,1,30,19,0,6,30
6332,4,3,0,1.0,8,14781.0,15,5,2019,4,40,16,30,12,10
6333,3,2,1,1.0,8,6582.0,27,6,2019,12,30,7,15,5,15
6334,8,0,2,0.0,7,3919.0,24,4,2019,12,20,9,30,2,50
6335,6,2,1,1.0,8,9646.0,27,6,2019,22,30,9,45,12,45
6336,8,0,5,1.0,0,7744.0,1,3,2019,23,40,15,35,8,5
6337,4,2,1,2.0,5,11733.0,6,6,2019,12,35,9,40,26,55
6338,4,2,1,1.0,5,10262.0,15,6,2019,4,25,9,0,19,25
6339,4,0,5,1.0,8,17524.0,12,3,2019,12,15,5,45,6,30
6340,8,4,3,0.0,8,3603.0,9,3,2019,0,10,22,45,1,25
6341,6,2,1,1.0,8,7564.0,18,5,2019,19,15,7,30,11,45
6342,6,2,1,1.0,8,7005.0,9,6,2019,21,0,10,20,10,40
6343,3,2,1,1.0,8,14871.0,3,3,2019,1,35,9,10,16,25
6344,0,0,2,0.0,8,4282.0,18,4,2019,7,45,4,55,2,50
6345,4,2,1,2.0,8,15129.0,27,5,2019,12,35,23,5,13,30
6346,0,2,1,1.0,8,6752.0,24,6,2019,22,25,16,45,5,40
6347,1,2,1,0.0,8,6094.0,21,5,2019,17,55,14,5,3,50
6348,3,4,3,0.0,8,3175.0,1,5,2019,18,25,16,55,1,30
6349,6,2,1,1.0,8,8266.0,27,6,2019,19,15,8,45,10,30
6350,2,0,2,0.0,8,6722.0,12,4,2019,23,40,20,55,2,45
6351,8,3,0,0.0,8,3873.0,24,6,2019,9,30,6,55,2,35
6352,1,4,3,0.0,8,2575.0,3,4,2019,15,25,13,55,1,30
6353,6,2,1,1.0,8,7787.0,21,5,2019,19,15,6,40,12,35
6354,3,2,1,1.0,8,9257.0,3,3,2019,7,45,2,0,5,45
6355,4,0,2,0.0,5,4030.0,12,5,2019,22,0,18,55,3,5
6356,8,0,2,0.0,8,4991.0,3,5,2019,0,5,21,10,2,55
6357,3,2,1,1.0,8,9861.0,21,3,2019,13,20,7,30,5,50
6358,3,0,5,1.0,8,10406.0,15,3,2019,21,35,16,50,4,45
6359,4,0,2,0.0,5,7229.0,9,6,2019,18,10,15,15,2,55
6360,6,2,1,1.0,8,7670.0,15,5,2019,21,0,8,45,12,15
6361,4,2,1,2.0,8,14300.0,24,6,2019,4,25,20,0,8,25
6362,10,3,0,1.0,8,8452.0,15,5,2019,10,45,7,10,27,35
6363,8,3,0,0.0,8,3873.0,6,4,2019,17,25,14,55,2,30
6364,8,3,0,1.0,8,6853.0,9,6,2019,17,15,8,35,8,40
6365,4,0,2,0.0,8,7229.0,6,4,2019,14,5,11,10,2,55
6366,4,0,2,0.0,8,7229.0,15,4,2019,22,50,19,50,3,0
6367,4,2,1,1.0,8,14714.0,3,6,2019,12,35,19,15,17,20
6368,3,3,0,0.0,8,4804.0,12,6,2019,19,50,17,15,2,35
6369,3,3,0,1.0,8,11465.0,9,5,2019,14,15,9,20,4,55
6370,3,0,2,0.0,8,4591.0,21,4,2019,2,20,23,30,2,50
6371,3,2,1,1.0,8,6628.0,9,6,2019,1,30,9,15,16,15
6372,3,2,1,1.0,8,8025.0,6,3,2019,7,45,2,0,5,45
6373,0,2,1,1.0,8,6152.0,12,6,2019,15,45,7,55,7,50
6374,3,0,2,0.0,8,3943.0,3,4,2019,13,0,10,10,2,50
6375,10,3,0,1.0,8,9187.0,6,6,2019,10,45,7,10,27,35
6376,10,3,0,1.0,8,9187.0,21,5,2019,10,45,20,20,14,25
6377,1,3,0,2.0,8,15164.0,1,5,2019,13,45,10,0,27,45
6378,6,2,1,1.0,8,10276.0,6,3,2019,16,10,9,45,6,25
6379,6,2,1,1.0,8,12192.0,1,6,2019,19,0,3,50,15,10
6380,0,3,0,1.0,8,5554.0,24,3,2019,23,30,19,55,3,35
6381,1,2,1,1.0,8,6377.0,27,3,2019,19,15,7,0,12,15
6382,3,2,1,1.0,8,6232.0,21,3,2019,1,35,20,30,5,5
6383,3,2,1,1.0,8,6496.0,9,5,2019,10,5,5,10,4,55
6384,3,0,2,0.0,8,4823.0,24,6,2019,21,20,18,15,3,5
6385,3,3,0,1.0,8,6116.0,6,6,2019,23,15,19,35,3,40
6386,4,3,0,1.0,5,7757.0,9,5,2019,18,15,20,0,22,15
6387,6,2,1,1.0,8,8266.0,21,5,2019,19,15,8,45,10,30
6388,8,3,0,0.0,8,3873.0,21,5,2019,9,30,6,55,2,35
6389,4,3,0,1.0,5,11841.0,15,5,2019,10,5,21,10,12,55
6390,3,3,0,0.0,8,4804.0,24,5,2019,18,5,15,30,2,35
6391,3,0,2,0.0,8,3943.0,1,6,2019,13,0,10,10,2,50
6392,6,2,1,1.0,8,15898.0,27,5,2019,19,15,11,30,7,45
6393,4,3,0,1.0,8,14151.0,15,5,2019,21,5,17,0,28,5
6394,4,2,1,1.0,5,10577.0,9,6,2019,4,25,16,0,12,25
6395,1,0,2,0.0,8,4441.0,3,4,2019,8,55,6,10,2,45
6396,4,2,1,1.0,5,5177.0,6,4,2019,12,35,11,30,25,5
6397,1,3,0,0.0,8,4460.0,1,4,2019,23,20,20,45,2,35
6398,6,2,1,1.0,8,13727.0,18,5,2019,21,0,8,0,13,0
6399,4,2,1,1.0,8,14714.0,3,6,2019,12,35,16,0,20,35
6400,4,2,1,2.0,5,10588.0,6,6,2019,19,0,21,25,21,35
6401,4,2,1,1.0,5,7438.0,21,3,2019,18,50,9,0,9,50
6402,1,2,1,1.0,8,12677.0,6,3,2019,9,25,20,40,12,45
6403,4,2,1,1.0,8,14714.0,6,6,2019,19,0,18,15,24,45
6404,3,4,3,0.0,8,2754.0,24,6,2019,13,30,12,0,1,30
6405,3,2,1,2.0,8,6494.0,21,3,2019,21,20,7,35,13,45
6406,3,0,5,1.0,8,5607.0,15,3,2019,20,35,16,15,4,20
6407,4,0,5,1.0,8,25735.0,1,3,2019,21,20,22,50,22,30
6408,3,0,2,0.0,8,4823.0,3,5,2019,10,5,7,10,2,55
6409,1,4,3,0.0,8,2050.0,21,3,2019,22,25,21,5,1,20
6410,1,0,5,1.0,8,12127.0,12,3,2019,23,15,8,50,14,25
6411,6,2,1,1.0,8,13377.0,12,6,2019,1,30,18,15,7,15
6412,4,0,2,0.0,8,7229.0,6,5,2019,22,50,19,50,3,0
6413,10,2,1,0.0,8,6216.0,24,4,2019,9,10,6,0,3,10
6414,1,2,1,0.0,8,8456.0,9,6,2019,21,10,18,5,3,5
6415,4,2,1,2.0,8,15129.0,18,5,2019,12,35,19,10,17,25
6416,4,0,5,1.0,8,13817.0,12,3,2019,7,40,16,55,14,45
6417,2,2,1,1.0,8,6296.0,6,5,2019,13,35,7,25,6,10
6418,1,3,0,0.0,8,5170.0,21,3,2019,16,45,14,15,2,30
6419,8,0,2,0.0,7,3919.0,24,5,2019,0,5,21,10,2,55
6420,3,0,2,0.0,8,4823.0,3,4,2019,10,5,7,10,2,55
6421,4,2,1,1.0,5,10262.0,24,6,2019,4,25,10,0,18,25
6422,4,2,1,2.0,8,13882.0,9,6,2019,12,35,14,5,22,30
6423,6,2,1,1.0,8,13587.0,6,6,2019,21,0,13,0,8,0
6424,4,2,1,1.0,5,11848.0,9,3,2019,4,25,0,20,28,5
6425,1,4,3,1.0,8,11678.0,6,3,2019,23,45,10,0,13,45
6426,3,0,2,0.0,8,4823.0,18,5,2019,21,20,18,25,2,55
6427,8,0,2,0.0,7,3919.0,15,4,2019,0,5,21,10,2,55
6428,10,1,4,0.0,8,11982.0,12,6,2019,20,5,17,45,2,20
6429,4,3,0,1.0,5,10703.0,1,5,2019,18,0,9,35,8,25
6430,4,3,0,1.0,5,10844.0,18,5,2019,23,35,18,55,28,40
6431,4,3,0,1.0,5,10844.0,15,5,2019,19,50,18,55,24,55
6432,3,4,3,0.0,8,3175.0,27,6,2019,18,25,16,55,1,30
6433,1,2,1,1.0,8,9929.0,1,6,2019,19,15,8,0,11,15
6434,4,0,5,1.0,8,19225.0,6,3,2019,19,10,14,5,5,5
6435,8,4,3,0.0,8,2017.0,24,5,2019,7,15,5,45,1,30
6436,4,0,5,1.0,5,7832.0,21,3,2019,12,15,11,40,24,35
6437,4,3,0,1.0,5,9663.0,1,5,2019,9,20,6,30,26,50
6438,6,2,1,1.0,8,7005.0,9,6,2019,21,0,11,40,9,20
6439,3,4,3,0.0,8,3175.0,12,5,2019,4,5,2,35,1,30
6440,1,3,0,1.0,8,5006.0,1,4,2019,15,20,14,35,24,45
6441,6,2,1,1.0,8,9526.0,15,6,2019,19,15,8,45,10,30
6442,4,2,1,2.0,8,13292.0,6,6,2019,19,0,5,30,13,30
6443,3,2,1,1.0,8,6058.0,9,5,2019,3,35,21,50,5,45
6444,1,2,1,3.0,8,10493.0,24,6,2019,7,40,5,15,26,25
6445,4,3,0,1.0,5,10844.0,9,6,2019,22,35,16,30,6,5
6446,4,3,0,1.0,8,10953.0,1,4,2019,21,5,9,35,11,30
6447,4,3,0,1.0,5,10844.0,21,5,2019,12,0,20,0,16,0
6448,4,3,0,1.0,5,10539.0,6,6,2019,9,45,20,25,13,20
6449,4,2,1,2.0,8,13292.0,15,6,2019,4,25,5,30,22,55
6450,10,2,1,0.0,8,6741.0,18,5,2019,9,10,6,0,3,10
6451,4,3,0,1.0,8,14571.0,6,6,2019,9,20,20,0,13,20
6452,4,3,0,1.0,8,14781.0,9,5,2019,18,15,8,25,9,50
6453,3,4,3,0.0,8,3838.0,18,5,2019,18,25,16,55,1,30
6454,1,2,1,0.0,8,5201.0,18,6,2019,17,55,14,5,3,50
6455,0,2,1,1.0,8,8759.0,9,6,2019,15,45,7,55,7,50
6456,2,2,1,1.0,8,6195.0,24,4,2019,12,55,7,0,5,55
6457,1,4,3,0.0,8,3100.0,15,3,2019,20,45,19,30,1,15
6458,8,2,1,1.0,8,5975.0,18,5,2019,22,50,17,55,4,55
6459,4,3,0,1.0,5,10844.0,9,6,2019,23,35,14,5,9,30
6460,4,2,1,1.0,8,16079.0,27,5,2019,4,25,20,55,7,30
6461,8,1,4,0.0,7,3543.0,27,5,2019,10,35,8,20,2,15
6462,8,3,0,0.0,7,3841.0,3,5,2019,19,40,17,10,2,30
6463,4,2,1,1.0,5,10262.0,15,6,2019,12,35,19,15,17,20
6464,4,3,0,1.0,8,12692.0,12,6,2019,23,35,9,35,14,0
6465,3,1,4,0.0,8,3850.0,1,6,2019,10,15,7,55,2,20
6466,4,2,1,1.0,5,12373.0,18,5,2019,4,25,8,0,20,25
6467,1,4,3,0.0,8,3100.0,21,3,2019,15,25,13,55,1,30
6468,10,0,2,0.0,8,4878.0,18,5,2019,22,15,19,30,2,45
6469,4,2,1,2.0,8,15129.0,9,5,2019,19,0,19,10,23,50
6470,7,2,1,1.0,8,9845.0,21,3,2019,21,0,8,55,12,5
6471,3,0,2,0.0,8,4077.0,1,5,2019,4,15,1,30,2,45
6472,6,2,1,1.0,8,9315.0,21,5,2019,19,0,7,30,11,30
6473,4,3,0,1.0,8,14781.0,9,5,2019,23,35,14,5,9,30
6475,1,0,5,0.0,8,9481.0,9,3,2019,19,50,17,0,2,50
6476,4,2,1,2.0,5,8938.0,27,3,2019,19,45,5,10,38,35
6477,4,3,0,1.0,8,14388.0,9,5,2019,12,0,6,30,5,30
6478,1,2,1,1.0,8,5704.0,21,3,2019,23,0,20,30,26,30
6479,2,0,2,0.0,8,3898.0,9,6,2019,10,40,7,45,2,55
6480,4,4,3,0.0,8,5678.0,27,3,2019,4,25,2,55,1,30
6481,3,2,1,1.0,8,6937.0,9,3,2019,12,0,7,35,4,25
6482,3,4,3,0.0,8,2754.0,21,3,2019,20,30,19,5,1,25
6483,8,4,3,0.0,7,2647.0,15,3,2019,0,10,22,45,1,25
6484,3,3,0,1.0,8,4226.0,21,5,2019,10,20,6,20,4,0
6485,2,0,2,0.0,8,4239.0,18,5,2019,10,40,7,45,2,55
6486,3,2,1,1.0,8,9165.0,27,6,2019,4,35,23,30,5,5
6487,4,0,5,0.0,8,18308.0,1,3,2019,22,35,19,55,2,40
6488,6,2,1,1.0,8,14486.0,21,3,2019,15,30,7,5,8,25
6489,0,0,2,0.0,8,4282.0,9,4,2019,7,45,4,55,2,50
6490,6,2,1,1.0,8,13587.0,27,6,2019,21,0,8,0,13,0
6491,6,2,1,1.0,8,13587.0,3,6,2019,21,0,11,30,9,30
6492,4,2,1,1.0,5,6645.0,27,3,2019,4,25,8,0,20,25
6493,8,0,2,0.0,8,4423.0,15,4,2019,8,35,5,55,2,40
6494,1,0,5,2.0,8,11518.0,18,3,2019,23,25,17,25,30,0
6495,4,3,0,1.0,8,13759.0,24,3,2019,4,45,13,55,14,50
6496,8,0,2,0.0,8,3625.0,18,6,2019,8,35,5,55,2,40
6497,3,3,0,0.0,8,4148.0,15,3,2019,8,20,5,30,2,50
6498,10,0,2,0.0,8,5613.0,24,4,2019,19,35,17,0,2,35
6499,1,3,0,2.0,8,14298.0,6,5,2019,10,0,10,0,24,0
6500,4,0,5,1.0,5,7832.0,21,3,2019,21,20,8,0,13,20
6501,3,2,1,1.0,8,6442.0,21,5,2019,18,10,8,35,9,35
6502,4,4,3,0.0,8,5678.0,1,4,2019,4,20,2,55,1,25
6503,4,3,0,1.0,5,7064.0,1,4,2019,4,40,18,55,9,45
6504,4,3,0,1.0,8,14151.0,18,5,2019,9,45,17,0,16,45
6505,2,0,2,0.0,8,3419.0,24,6,2019,23,40,20,55,2,45
6506,4,2,1,1.0,8,15554.0,9,3,2019,4,25,17,25,11,0
6507,1,0,5,1.0,8,13859.0,18,3,2019,8,45,0,30,8,15
6508,8,3,0,0.0,8,3847.0,15,3,2019,0,40,22,20,2,20
6509,2,0,5,1.0,8,7657.0,9,3,2019,20,15,15,50,4,25
6510,1,2,1,2.0,8,13547.0,9,5,2019,7,40,7,5,24,35
6511,4,0,2,0.0,8,7229.0,27,5,2019,10,10,7,10,3,0
6512,4,2,1,2.0,8,13376.0,15,6,2019,4,25,6,45,21,40
6513,3,4,3,0.0,8,2227.0,18,6,2019,21,40,20,5,1,35
6514,8,0,2,0.0,8,3971.0,21,6,2019,8,35,5,55,2,40
6515,3,2,1,1.0,8,6628.0,27,6,2019,1,30,9,15,16,15
6516,4,3,0,1.0,8,13584.0,6,5,2019,10,5,21,10,12,55
6517,8,3,0,0.0,8,4148.0,21,3,2019,9,35,6,55,2,40
6518,4,3,0,1.0,8,14571.0,9,6,2019,18,15,6,30,11,45
6519,8,3,0,0.0,7,3841.0,21,5,2019,0,40,22,20,2,20
6520,4,0,2,0.0,5,5198.0,12,4,2019,8,45,6,0,2,45
6521,0,0,2,0.0,8,3383.0,24,4,2019,7,45,4,55,2,50
6522,4,2,1,0.0,5,7202.0,6,6,2019,14,15,11,0,3,15
6523,3,2,1,0.0,8,5021.0,3,4,2019,0,20,21,5,3,15
6524,2,0,2,0.0,8,4239.0,3,5,2019,23,40,20,55,2,45
